name,institution,homepage,scholarid,region,countryabbrv,Gender
Xue Dong Yang,University of Regina,http://www.cs.uregina.ca/People/Profiles/XueDongYang.html,NOSCHOLARPAGE,canada,ca,andy
Y. Y. Yao,University of Regina,http://www.cs.uregina.ca/People/Profiles/YiyuYao.html,_aL0fcQAAAAJ,canada,ca,unknown
Yiyu Yao,University of Regina,http://www.cs.uregina.ca/People/Profiles/YiyuYao.html,_aL0fcQAAAAJ,canada,ca,unknown
Bolong Zheng,HUST,http://faculty.hust.edu.cn/BOLONGZHENG/en/index.htm,kp0baVYAAAAJ,asia,cn,unknown
Changsheng Xie,HUST,http://faculty.hust.edu.cn/xiezhangsheng/en/index.htm,NOSCHOLARPAGE,asia,cn,unknown
Dan Feng 0001,HUST,http://faculty.hust.edu.cn/dfeng/en/index.htm,g57OG4QAAAAJ,asia,cn,male
Deqing Zou,HUST,http://faculty.hust.edu.cn/zoudeqing/en/index.htm,NOSCHOLARPAGE,asia,cn,unknown
Dezhong Yao 0002,HUST,http://faculty.hust.edu.cn/dezhong/en/index.htm,SFBHGr0AAAAJ,asia,cn,unknown
Fangming Liu,HUST,http://faculty.hust.edu.cn/liufangming/en/index.htm,MfjcVE4AAAAJ,asia,cn,unknown
Fei Wu 0005,HUST,http://faculty.hust.edu.cn/wufei1/en/index.htm,W85qaNMAAAAJ,asia,cn,andy
Hai Jin 0001,HUST,http://faculty.hust.edu.cn/jinhai/en/index.htm,o02W0aEAAAAJ,asia,cn,andy
Haikun Liu,HUST,http://faculty.hust.edu.cn/liuhaikun/en/index.htm,Ve_J0VMAAAAJ,asia,cn,unknown
Hanhua Chen,HUST,http://faculty.hust.edu.cn/chen/en/index.htm,NO SCHOLAR PAGE,asia,cn,unknown
Hong Huang 0001,HUST,http://faculty.hust.edu.cn/honghuang/en/index.htm,-3d0B50AAAAJ,asia,cn,andy
Ke Zhou 0001,HUST,http://faculty.hust.edu.cn/zhouke2/en/index.htm,Vg1nFsgAAAAJ,asia,cn,andy
Kun He 0001,HUST,http://faculty.hust.edu.cn/hekun/en/index.htm,YTQnGJsAAAAJ,asia,cn,andy
Laurence T. Yang,HUST,http://faculty.hust.edu.cn/yangtianruo/en/index.htm,a39Yz5cAAAAJ,asia,cn,female
Laurence Tianruo Yang,HUST,http://faculty.hust.edu.cn/yangtianruo/en/index.htm,a39Yz5cAAAAJ,asia,cn,female
Lin Gu 0002,HUST,http://faculty.hust.edu.cn/gulin/en/index.htm,VJIV0AQAAAAJ,asia,cn,female
Long Zheng 0003,HUST,http://faculty.hust.edu.cn/ZhengLong/en/index.htm,NOSCHOLARPAGE,asia,cn,mostly_male
Ming Wen 0001,HUST,https://justinwm.github.io,ht2MknAAAAAJ,asia,cn,andy
Ruixuan Li,HUST,http://faculty.hust.edu.cn/rxli/en/index.htm,scAIu2MAAAAJ,asia,cn,unknown
Tao Guan,HUST,http://faculty.hust.edu.cn/guantao1/en/index.htm,gVNLbIQAAAAJ,asia,cn,andy
Wei Wei 0002,HUST,http://faculty.hust.edu.cn/weiw/en/index.htm,NOSCHOLARPAGE,asia,cn,andy
Xiaofei Liao,HUST,http://faculty.hust.edu.cn/xfliao/en/index.htm,Y7raoWUAAAAJ,asia,cn,unknown
Xiaojing Ma 0002,HUST,http://faculty.hust.edu.cn/maxiaojing/en/index.htm,Fn4BOjUAAAAJ,asia,cn,unknown
Xuanhua Shi,HUST,http://faculty.hust.edu.cn/shixuanhua/en/index.htm,B5dWy88AAAAJ,asia,cn,unknown
Yu Hua 0001,HUST,https://csyhua.github.io,jjvTZT8AAAAJ,asia,cn,andy
Yu Zhang 0027,HUST,http://faculty.hust.edu.cn/ZhangYu/zh_CN/index.htm,NOSCHOLARPAGE,asia,cn,andy
Yu Zhang 0039,HUST,http://faculty.hust.edu.cn/zhangyu1234/en/more/2359266/jsjjgd/index.htm,NOSCHOLARPAGE,asia,cn,andy
Yuchong Hu,HUST,http://yuchonghu.com,JeYz1SUAAAAJ,asia,cn,unknown
Zhipeng Lü,HUST,http://faculty.hust.edu.cn/lzp/en/index.htm,NOSCHOLARPAGE,asia,cn,unknown
Boris Stilman,University of Colorado - Denver,http://www.ucdenver.edu/academics/colleges/Engineering/Programs/Computer-Science-and-Engineering/faculty/Pages/BorisStilman.aspx,NOSCHOLARPAGE,america,us,male
Ellen Gethner,University of Colorado - Denver,http://www.ucdenver.edu/academics/colleges/Engineering/Programs/Computer-Science-and-Engineering/faculty/Pages/EllenGethner.aspx,NOSCHOLARPAGE,america,us,female
Gita Alaghband,University of Colorado - Denver,http://cse.ucdenver.edu/~gita,NOSCHOLARPAGE,america,us,female
Ilkyeun Ra,University of Colorado - Denver,http://www.ucdenver.edu/academics/colleges/Engineering/Programs/Computer-Science-and-Engineering/faculty/Pages/IlkyeunRa.aspx,NOSCHOLARPAGE,america,us,unknown
John Bennett,University of Colorado - Denver,http://www.ucdenver.edu/academics/colleges/Engineering/Programs/Computer-Science-and-Engineering/faculty/Pages/JohnBennett.aspx,NOSCHOLARPAGE,america,us,male
Min-Hyung Choi,University of Colorado - Denver,http://graphics.ucdenver.edu/minchoi.html,NOSCHOLARPAGE,america,us,unknown
Tom Altman,University of Colorado - Denver,http://www.ucdenver.edu/academics/colleges/Engineering/Programs/Computer-Science-and-Engineering/faculty/Pages/TomAltman.aspx,NOSCHOLARPAGE,america,us,male
Zhengxiong Li,University of Colorado - Denver,https://cse.ucdenver.edu/~lizheng,h0DkiQgAAAAJ,america,us,unknown
Branislav Bosanský,Czech Technical University,https://sites.google.com/site/bbosansky,jltCTOwAAAAJ,europe,cz,male
Branislav Bošanský,Czech Technical University,https://sites.google.com/site/bbosansky,jltCTOwAAAAJ,europe,cz,male
Filip Zelezný,Czech Technical University,http://ida.felk.cvut.cz/zelezny,gt3emoEAAAAJ,europe,cz,male
George Matas,Czech Technical University,http://cmp.felk.cvut.cz/~matas,EJCNY6QAAAAJ,europe,cz,male
Giorgos Tolias,Czech Technical University,http://cmp.felk.cvut.cz/~toliageo,e765N80AAAAJ,europe,cz,unknown
Jan Faigl,Czech Technical University,http://robotics.fel.cvut.cz/faigl,-finD_sAAAAJ,europe,cz,male
Jan Kybic,Czech Technical University,http://cmp.felk.cvut.cz/~kybic,QwIATDoAAAAJ,europe,cz,male
Jiri Bittner,Czech Technical University,https://dcgi.fel.cvut.cz/people/bittner,AAli7u8AAAAJ,europe,cz,unknown
Jiri Matas,Czech Technical University,http://cmp.felk.cvut.cz/~matas,EJCNY6QAAAAJ,europe,cz,unknown
Jiri Zara,Czech Technical University,https://dcgi.fel.cvut.cz/people/zara,V2QQklIAAAAJ,europe,cz,unknown
Jirí Kléma,Czech Technical University,https://ida.fel.cvut.cz/klema,zuwJZmEAAAAJ,europe,cz,unknown
Jirí Matas,Czech Technical University,http://cmp.felk.cvut.cz/~matas,EJCNY6QAAAAJ,europe,cz,unknown
Jirí Vokrínek,Czech Technical University,http://cs.fel.cvut.cz/en/people/xvokrine,-FihvIMAAAAJ,europe,cz,unknown
Jirí Zára,Czech Technical University,https://dcgi.fel.cvut.cz/people/zara,V2QQklIAAAAJ,europe,cz,unknown
Josef Sivic,Czech Technical University,http://www.di.ens.fr/~josef,NCtKHnQAAAAJ,europe,cz,male
Karel Zimmermann,Czech Technical University,http://cmp.felk.cvut.cz/~zimmerk,UROU6RgAAAAJ,europe,cz,male
Martin Saska,Czech Technical University,http://mrs.felk.cvut.cz/people/martin-saska,5PBYoTsAAAAJ,europe,cz,male
Matej Hoffmann,Czech Technical University,https://sites.google.com/site/matejhof,KFUbXYYAAAAJ,europe,cz,male
Michal Pechoucek,Czech Technical University,http://cs.fel.cvut.cz/en/people/pechouce,SdQcGHcAAAAJ,europe,cz,male
Miroslav Kulich,Czech Technical University,http://imr.ciirc.cvut.cz/People/Mirek,68vFe80AAAAJ,europe,cz,male
Ondrej Chum,Czech Technical University,http://cmp.felk.cvut.cz/~chum,4T42Ke0AAAAJ,europe,cz,male
Ondrej Kuzelka,Czech Technical University,http://ida.fel.cvut.cz/~kuzelka,QWmpgVgAAAAJ,europe,cz,male
Radim Sára,Czech Technical University,http://cmp.felk.cvut.cz/~sara,STnEoYAAAAAJ,europe,cz,male
Robert Babuska,Czech Technical University,https://www.ciirc.cvut.cz/people/people-list/?uid=babusrob,0orN2FUAAAAJ,europe,cz,male
Tomás Krajník,Czech Technical University,http://labe.felk.cvut.cz/~tkrajnik,Qv3nqgsAAAAJ,europe,cz,male
Tomás Pajdla,Czech Technical University,https://people.ciirc.cvut.cz/~pajdla,gnR4zf8AAAAJ,europe,cz,male
Tomás Svoboda,Czech Technical University,http://cmp.felk.cvut.cz/~svoboda,ec4ZOF0AAAAJ,europe,cz,male
Torsten Sattler,Czech Technical University,https://tsattler.github.io,jzx6_ZIAAAAJ,europe,cz,male
Viliam Lisý,Czech Technical University,https://sites.google.com/site/viliamlisy,wNY724AAAAAJ,europe,cz,male
Václav Hlavác,Czech Technical University,http://people.ciirc.cvut.cz/hlavac,zgcPE9kAAAAJ,europe,cz,male
Zuzana Kukelova,Czech Technical University,https://kukelova.weebly.com,M4a3VyYAAAAJ,europe,cz,female
Brett McKinney,University of Tulsa,https://faculty.utulsa.edu/~/brett-mckinney,3M1gxVsAAAAJ,america,us,male
Dale A. Schoenefeld,University of Tulsa,https://faculty.utulsa.edu/~/dale-schoenefeld,NOSCHOLARPAGE,america,us,mostly_male
Hani Girgis,University of Tulsa,https://faculty.utulsa.edu/~/hani-girgis,NOSCHOLARPAGE,america,us,female
Hany Girgis,University of Tulsa,https://faculty.utulsa.edu/~/hani-girgis,NOSCHOLARPAGE,america,us,male
John Hale,University of Tulsa,https://faculty.utulsa.edu/faculty/john-hale,gSsLWL0AAAAJ,america,us,male
Mauricio Papa,University of Tulsa,https://faculty.utulsa.edu/~/mauricio-papa,NOSCHOLARPAGE,america,us,male
Roger L. Wainwright,University of Tulsa,http://personal.utulsa.edu/~rogerw,NOSCHOLARPAGE,america,us,male
Roger Mailler,University of Tulsa,https://faculty.utulsa.edu/~/roger-mailler,No-tOxoAAAAJ,america,us,male
Sandip Sen,University of Tulsa,https://faculty.utulsa.edu/~/sandip-sen,UCTa4eAAAAAJ,america,us,unknown
Sujeet Shenoi,University of Tulsa,https://faculty.utulsa.edu/faculty/sujeet-shenoi,NOSCHOLARPAGE,america,us,unknown
Tyler Moore 0001,University of Tulsa,https://tylermoore.ens.utulsa.edu,JtTsVAkAAAAJ,america,us,mostly_male
Tyler W. Moore,University of Tulsa,https://tylermoore.ens.utulsa.edu,JtTsVAkAAAAJ,america,us,mostly_male
Bruce M. McMillin,Missouri University of Technology,http://web.mst.edu/~ff,5XZQO_sAAAAJ,america,us,male
Chaman L. Sabharwal,Missouri University of Technology,http://web.mst.edu/~chaman,ogiOHB4AAAAJ,america,us,unknown
Daniel R. Tauritz,Missouri University of Technology,http://web.mst.edu/~tauritzd,ENvUql8AAAAJ,america,us,male
Donald C. Wunsch,Missouri University of Technology,http://people.mst.edu/faculty/dwunsch/index.html,nML1gAwAAAAJ,america,us,male
Donald C. Wunsch II,Missouri University of Technology,http://people.mst.edu/faculty/dwunsch/index.html,nML1gAwAAAAJ,america,us,male
Donald Wunsch,Missouri University of Technology,http://people.mst.edu/faculty/dwunsch/index.html,nML1gAwAAAAJ,america,us,male
Jagannathan Sarangapani,Missouri University of Technology,http://web.mst.edu/~sarangap,RTewL_wAAAAJ,america,us,unknown
Jennifer L. Leopold,Missouri University of Technology,https://jleopold.weebly.com,KYkeG14AAAAJ,america,us,female
Jennifer Leopold,Missouri University of Technology,https://jleopold.weebly.com,KYkeG14AAAAJ,america,us,female
Sahra Sedigh,Missouri University of Technology,http://web.mst.edu/~sedighs,NOSCHOLARPAGE,america,us,female
Sahra Sedigh Sarvestani,Missouri University of Technology,http://web.mst.edu/~sedighs,NOSCHOLARPAGE,america,us,female
Sahra Sedigh-Ali,Missouri University of Technology,http://web.mst.edu/~sedighs,NOSCHOLARPAGE,america,us,female
Sajal K. Das 0001,Missouri University of Technology,https://sites.google.com/a/mst.edu/sdas,mbaG-mQAAAAJ,america,us,unknown
Sajal Kumar Das 0001,Missouri University of Technology,https://sites.google.com/a/mst.edu/sdas,mbaG-mQAAAAJ,america,us,unknown
Sanjay Kumar Madria,Missouri University of Technology,http://web.mst.edu/~cswebdb,4xAVBVIAAAAJ,america,us,male
Sanjay Madria,Missouri University of Technology,http://web.mst.edu/~cswebdb,4xAVBVIAAAAJ,america,us,male
Sarangapani Jagannathan,Missouri University of Technology,http://web.mst.edu/~sarangap,RTewL_wAAAAJ,america,us,unknown
V. Sriram Siddhardh Nadendla,Missouri University of Technology,https://sites.google.com/a/mst.edu/nadendla,_xQ3PSoAAAAJ,america,us,unknown
Venkata Sriram Siddhardh Nadendla,Missouri University of Technology,https://sites.google.com/a/mst.edu/nadendla,_xQ3PSoAAAAJ,america,us,unknown
Bruno B. P. Cafeo,UFMS,https://www.facom.ufms.br/~cafeo,FRfEKzcAAAAJ,southamerica,br,male
Bruno Barbieri Pontes Cafeo,UFMS,https://www.facom.ufms.br/~cafeo,FRfEKzcAAAAJ,southamerica,br,male
Bruno M. Nogueira,UFMS,https://www.facom.ufms.br/~bruno,Its8CZUAAAAJ,southamerica,br,male
Bruno Magalhães Nogueira,UFMS,https://www.facom.ufms.br/~bruno,Its8CZUAAAAJ,southamerica,br,male
E. N. Cáceres,UFMS,https://www.facom.ufms.br/~edson,NOSCHOLARPAGE,southamerica,br,unknown
Edson Cáceres,UFMS,https://www.facom.ufms.br/~edson,NOSCHOLARPAGE,southamerica,br,male
Edson Norberto Cáceres,UFMS,https://www.facom.ufms.br/~edson,NOSCHOLARPAGE,southamerica,br,male
Edson Takashi Matsubara,UFMS,https://www.facom.ufms.br/~edsontm,-IkaSwy0boIC,southamerica,br,male
Fábio Viduani Martinez,UFMS,https://www.facom.ufms.br/~fhvm,Z1BcD-UAAAAJ,southamerica,br,unknown
Marcelo Henriques de Carvalho,UFMS,https://www.facom.ufms.br/~mhc,Q_F5v5wAAAAJ,southamerica,br,male
Nahri Moreano,UFMS,https://www.facom.ufms.br/~nahri,NOSCHOLARPAGE,southamerica,br,unknown
Nalvo F. de Almeida Jr,UFMS,https://www.facom.ufms.br/~nalvo,kU9d-GIAAAAJ,southamerica,br,unknown
Paulo A. Pagliosa,UFMS,https://www.facom.ufms.br/~pagliosa,lNUJYtwAAAAJ,southamerica,br,male
Ricardo Santos 0002,UFMS,https://www.facom.ufms.br/~ricardo,NOSCHOLARPAGE,southamerica,br,male
Ronaldo A. Ferreira,UFMS,https://www.facom.ufms.br/~raf,WlY9jd8AAAAJ,southamerica,br,male
Ronaldo Alves Ferreira,UFMS,https://www.facom.ufms.br/~raf,WlY9jd8AAAAJ,southamerica,br,male
Bundit Laekhanukit,SUFE,http://cs.mcgill.ca/~blaekh,vmemchMAAAAJ,asia,cn,unknown
Hu Fu,SUFE,http://www.fuhuthu.com,fcqBMQgAAAAJ,asia,cn,andy
Nick Gravin,SUFE,http://itcs.shufe.edu.cn/~gravin,g65nv5cAAAAJ,asia,cn,male
Nikolai Gravin,SUFE,http://itcs.shufe.edu.cn/~gravin,g65nv5cAAAAJ,asia,cn,male
Pinyan Lu,SUFE,http://itcs.shufe.edu.cn/pinyan,KFQERBwAAAAJ,asia,cn,unknown
Tsz Chiu Kwok,SUFE,http://itcs.shufe.edu.cn/tckwok,579buxIAAAAJ,asia,cn,unknown
Xiao Wang 0036,SUFE,https://xiiaowang.github.io,kAxcppcAAAAJ,asia,cn,andy
Zhihao Gavin Tang,SUFE,http://itcs.shufe.edu.cn/~zhtang,yWAQSaAAAAAJ,asia,cn,unknown
Burkhard Freitag,University of Passau,http://www.im.uni-passau.de,NOSCHOLARPAGE,europe,de,male
Christian Lengauer,University of Passau,http://www.infosun.fmi.uni-passau.de/cl/staff/lengauer,He31yBEAAAAJ,europe,de,male
Fabian R. Wirth,University of Passau,http://www.fim.uni-passau.de/en/dynamical-systems/publications/prof-dr-fabian-wirth,GPXp0s0AAAAJ,europe,de,male
Fabian Wirth,University of Passau,http://www.fim.uni-passau.de/en/dynamical-systems/publications/prof-dr-fabian-wirth,GPXp0s0AAAAJ,europe,de,male
Gordon Fraser 0001,University of Passau,https://www.linkedin.com/in/gordon-fraser-80a7287,PLpOpawAAAAJ,europe,de,male
Hans P. Reiser,University of Passau,http://www.fim.uni-passau.de/en/sis,yR6ZjJsAAAAJ,europe,de,male
Hans Peter Reiser,University of Passau,http://www.fim.uni-passau.de/en/sis,yR6ZjJsAAAAJ,europe,de,male
Harald Kosch,University of Passau,http://www.fim.uni-passau.de/en/distributed-information-systems,WnWkNTsAAAAJ,europe,de,male
Hermann de Meer,University of Passau,http://www.fim.uni-passau.de/en/computer-networks,ER_fzE8AAAAJ,europe,de,male
Joachim Posegga,University of Passau,https://web.sec.uni-passau.de/members/joachim/index.php,NOSCHOLARPAGE,europe,de,male
Martin Kreuzer,University of Passau,http://staff.fim.uni-passau.de/kreuzer,0ZDLSpkAAAAJ,europe,de,male
Matthias Kranz,University of Passau,http://www.eislab.net/en/team/matthias-kranz.html,zhI0DzsAAAAJ,europe,de,male
Michael Granitzer,University of Passau,http://www.fim.uni-passau.de/medieninformatik,nZKtn6AAAAAJ,europe,de,male
Oliver Amft,University of Passau,http://www.fim.uni-passau.de/en/sensor-technology/people/prof-dr-oliver-amft,6gXOS30AAAAJ,europe,de,male
Siegfried Handschuh,University of Passau,http://www.fim.uni-passau.de/en/digital-libraries,zl_3HgQAAAAJ,europe,de,male
Tomas Sauer,University of Passau,http://www.fim.uni-passau.de/en/digital-image-processing,cav6AS8AAAAJ,europe,de,male
Burton Rosenberg,University of Miami,http://www.cs.miami.edu/~burt,NOSCHOLARPAGE,america,us,male
Dilip Sarkar,University of Miami,http://www.cs.miami.edu/~sarkar,RN4TE10AAAAJ,america,us,male
Geoff Sutcliffe,University of Miami,http://www.cs.miami.edu/~geoff,lzMFBvQAAAAJ,america,us,male
Hüseyin Koçak,University of Miami,http://www.math.miami.edu/~hk,zd9wUFYAAAAJ,america,us,male
Mahsa Mirzargar,University of Miami,https://ccs.miami.edu/team_member/mahsa-mirzargar-phd,nm7Oe6sAAAAJ,america,us,female
Mitsunori Ogihara,University of Miami,http://www.cs.miami.edu/~ogihara,vdMVIH4AAAAJ,america,us,male
Mitsunori Ogiwara,University of Miami,http://www.cs.miami.edu/~ogihara,vdMVIH4AAAAJ,america,us,male
Odelia Schwartz,University of Miami,http://www.cs.miami.edu/~odelia,3prQpXgAAAAJ,america,us,unknown
Stefan Wuchty,University of Miami,http://www.as.miami.edu/csc/people/faculty/dr-stefan-wuchty,NOSCHOLARPAGE,america,us,male
Thomas LeBlanc,University of Miami,http://welcome.miami.edu/about-um/university-leadership/officers/thomas-leblanc/index.html,w9AzbYwAAAAJ,america,us,male
Ubbo Visser,University of Miami,http://www.cs.miami.edu/~visser,qTIlMmYAAAAJ,america,us,male
Victor J. Milenkovic,University of Miami,http://www.cs.miami.edu/~vjm,NOSCHOLARPAGE,america,us,male
Victor Milenkovic,University of Miami,http://www.cs.miami.edu/~vjm,NOSCHOLARPAGE,america,us,male
Byunghyun Jang,University of Mississippi,http://www.olemiss.edu/people/bjang,NOSCHOLARPAGE,america,us,unknown
Dawn E. Wilkins,University of Mississippi,http://flagshipconstellations.olemiss.edu/leaders/dawn-wilkins,wIzASCoAAAAJ,america,us,female
Dawn Wilkins,University of Mississippi,http://flagshipconstellations.olemiss.edu/leaders/dawn-wilkins,wIzASCoAAAAJ,america,us,female
Feng Wang 0001,University of Mississippi,https://john.cs.olemiss.edu/~fwang/Home.htm,NOSCHOLARPAGE,america,us,andy
Jianxia Xue,University of Mississippi,https://www.cs.olemiss.edu/people/xue_jianxia,NOSCHOLARPAGE,america,us,unknown
C. Maria Keet,University of Cape Town,http://www.meteck.org,lccln9YAAAAJ,africa,za,unknown
Catharina Maria Keet,University of Cape Town,http://www.meteck.org,lccln9YAAAAJ,africa,za,female
Deshen Moodley,University of Cape Town,https://people.cs.uct.ac.za/~deshen,GfuDovEAAAAJ,africa,za,unknown
Deshendran Moodley,University of Cape Town,https://people.cs.uct.ac.za/~deshen,GfuDovEAAAAJ,africa,za,unknown
Geoff Nitschke,University of Cape Town,https://people.cs.uct.ac.za/~gnitschke,jgX5HxoAAAAJ,africa,za,male
Geoff S. Nitschke,University of Cape Town,https://people.cs.uct.ac.za/~gnitschke,jgX5HxoAAAAJ,africa,za,male
Geoff Stuart Nitschke,University of Cape Town,https://people.cs.uct.ac.za/~gnitschke,jgX5HxoAAAAJ,africa,za,male
Hussein Suleman,University of Cape Town,http://www.husseinsspace.com,7efxJWkAAAAJ,africa,za,male
James E. Gain,University of Cape Town,https://people.cs.uct.ac.za/~jgain,ZN802qkAAAAJ,africa,za,male
Josiah Chavula,University of Cape Town,https://josiahchavula.com,jScKDq8AAAAJ,africa,za,male
Melissa Densmore,University of Cape Town,http://www.melissadensmore.com,5Bqgw2gAAAAJ,africa,za,female
Melissa Ho,University of Cape Town,http://www.melissadensmore.com,5Bqgw2gAAAAJ,africa,za,female
Melissa R. Ho,University of Cape Town,http://www.melissadensmore.com,5Bqgw2gAAAAJ,africa,za,female
Michelle Kuttel,University of Cape Town,https://people.cs.uct.ac.za/~mkuttel,NRu5-Y0AAAAJ,africa,za,female
Michelle M. Kuttel,University of Cape Town,https://people.cs.uct.ac.za/~mkuttel,NRu5-Y0AAAAJ,africa,za,female
Patrick Marais,University of Cape Town,https://people.cs.uct.ac.za/~patrick,cW32uPMAAAAJ,africa,za,male
Rob Simmonds,University of Cape Town,https://www.researchgate.net/profile/Rob_Simmonds,NOSCHOLARPAGE,africa,za,male
Robert W. J. Simmonds,University of Cape Town,https://www.researchgate.net/profile/Rob_Simmonds,NOSCHOLARPAGE,africa,za,male
Sonia Berman,University of Cape Town,https://www.cs.uct.ac.za/research/research-interests-sonia-berman,NOSCHOLARPAGE,africa,za,female
Thomas Andreas Meyer,University of Cape Town,https://people.cs.uct.ac.za/~tmeyer,Ua2MNSoAAAAJ,africa,za,male
Thomas Meyer 0002,University of Cape Town,https://people.cs.uct.ac.za/~tmeyer,Ua2MNSoAAAAJ,africa,za,male
Tommie Meyer,University of Cape Town,https://people.cs.uct.ac.za/~tmeyer,Ua2MNSoAAAAJ,africa,za,male
C. R. Subramanian,IMSc,http://www.imsc.res.in/~crs,A_WrLWsAAAAJ,asia,in,unknown
Kamal Lodaya,IMSc,http://www.imsc.res.in/%7Ekamal,NOSCHOLARPAGE,asia,in,male
Meena Mahajan,IMSc,http://www.imsc.res.in/~meena,HYLNAGUAAAAJ,asia,in,female
R. Ramanujam,IMSc,http://www.imsc.res.in/~jam,NOSCHOLARPAGE,asia,in,unknown
R. Ramanujam 0001,IMSc,http://www.imsc.res.in/~jam,NOSCHOLARPAGE,asia,in,unknown
Ramaswamy Ramanujam,IMSc,http://www.imsc.res.in/~jam,NOSCHOLARPAGE,asia,in,unknown
Saket Saurabh 0001,IMSc,http://www.imsc.res.in/~saket,SB7uTZoAAAAJ,asia,in,unknown
Venkatesh Raman 0001,IMSc,http://www.imsc.res.in/~vraman,NOSCHOLARPAGE,asia,in,male
Vikram Sharma 0001,IMSc,https://www.imsc.res.in/~vikram,NOSCHOLARPAGE,asia,in,male
Vikraman Arvind,IMSc,http://www.imsc.res.in/~arvind,NOSCHOLARPAGE,asia,in,unknown
Carl A. Gutwin,University of Saskatchewan,https://www.cs.usask.ca/faculty/gutwin,ZWsIEYcAAAAJ,canada,ca,male
Carl Gutwin,University of Saskatchewan,https://www.cs.usask.ca/faculty/gutwin,ZWsIEYcAAAAJ,canada,ca,male
Chanchal Roy,University of Saskatchewan,https://www.cs.usask.ca/~croy,cEZKjXgAAAAJ,canada,ca,female
Christopher Dutchyn,University of Saskatchewan,https://www.cs.usask.ca/faculty/cjd032,NOSCHOLARPAGE,canada,ca,male
Christopher J. Dutchyn,University of Saskatchewan,https://www.cs.usask.ca/faculty/cjd032,NOSCHOLARPAGE,canada,ca,male
Debajyoti Mondal,University of Saskatchewan,https://www.cs.usask.ca/faculty/dmondal/index.html,DYu56mwAAAAJ,canada,ca,unknown
Derek Eager,University of Saskatchewan,https://www.cs.usask.ca/faculty/eager,Xww45SgAAAAJ,canada,ca,male
Dwight Makaroff,University of Saskatchewan,https://www.cs.usask.ca/faculty/makaroff,deJ2I6sAAAAJ,canada,ca,male
Eric Neufeld,University of Saskatchewan,https://www.cs.usask.ca/faculty/eric,mEQZrhcAAAAJ,canada,ca,male
Ian McQuillan,University of Saskatchewan,https://www.cs.usask.ca/faculty/mcquillan,NOSCHOLARPAGE,canada,ca,male
Ian Stavness,University of Saskatchewan,https://www.cs.usask.ca/faculty/stavness,4ONh3jcAAAAJ,canada,ca,male
Jim Carter,University of Saskatchewan,http://artsandscience.usask.ca/profile/JCarter,v_YyMagAAAAJ,canada,ca,male
Jim Greer,University of Saskatchewan,https://teaching.usask.ca/about/staff/jim-greer.php,gQg14r8AAAAJ,canada,ca,male
Julita Vassileva,University of Saskatchewan,https://www.cs.usask.ca/faculty/julita,XunR3DYAAAAJ,canada,ca,female
Kevin Schneider,University of Saskatchewan,http://research.usask.ca/staff-directory/kevin-schneider/index.php,XZvSaZYAAAAJ,canada,ca,male
Kevin Stanley,University of Saskatchewan,http://www.cs.usask.ca/faculty/stanley/kstanley,NOSCHOLARPAGE,canada,ca,male
Mark Eramian,University of Saskatchewan,https://www.cs.usask.ca/faculty/eramian,yERv7xsAAAAJ,canada,ca,male
Mark Keil,University of Saskatchewan,http://artsandscience.usask.ca/profile/MKeil,BaMD2NgAAAAJ,canada,ca,male
Matthew Links,University of Saskatchewan,https://agbio.usask.ca/faculty-and-staff/people-pages/matthew-links.php,NOSCHOLARPAGE,canada,ca,male
Michael Horsch,University of Saskatchewan,http://artsandscience.usask.ca/profile/MHorsch,NOSCHOLARPAGE,canada,ca,male
Nadeem Jamali,University of Saskatchewan,http://agents.usask.ca/Agents_Lab/Nadeem_Jamali.html,NOSCHOLARPAGE,canada,ca,male
Nathaniel D. Osgood,University of Saskatchewan,https://www.cs.usask.ca/~osgood,HWcKmQIAAAAJ,canada,ca,male
Nathaniel David Osgood,University of Saskatchewan,https://www.cs.usask.ca/~osgood,HWcKmQIAAAAJ,canada,ca,male
Nathaniel Osgood,University of Saskatchewan,https://www.cs.usask.ca/~osgood,HWcKmQIAAAAJ,canada,ca,male
Ralph Deters,University of Saskatchewan,http://p2irc.usask.ca/profiles/theme-3/ralph-deters.php,oiWdcN0AAAAJ,canada,ca,male
Raymond Spiteri,University of Saskatchewan,https://www.cs.usask.ca/faculty/spiteri,S82hWW0AAAAJ,canada,ca,male
Regan Mandryk,University of Saskatchewan,http://hci.usask.ca,3-YPyEMAAAAJ,canada,ca,mostly_female
Tony Kusalik,University of Saskatchewan,http://artsandscience.usask.ca/profile/AKusalik,NOSCHOLARPAGE,canada,ca,male
Chaiyod Pirak,KMUTNB,https://tggs.kmutnb.ac.th/assoc-prof-dr-chaiyod-pirak,bOiR98IAAAAJ,asia,th,unknown
Chayakorn Netramai,KMUTNB,https://tggs.kmutnb.ac.th/asst-prof-dr-ing-chayakorn-netramai,mGzsTX4AAAAJ,asia,th,unknown
Nisai H. Fuengwarodsakul,KMUTNB,https://tggs.kmutnb.ac.th/assoc-prof-dr-ing-nisai-fuengwarodsakul,U6DtNjIAAAAJ,asia,th,unknown
Rachata Ausavarungnirun,KMUTNB,https://rausavar.github.io,fIUdEFwAAAAJ,asia,th,unknown
Sansiri Tanachutiwat,KMUTNB,https://tggs.kmutnb.ac.th/dr-sansiri-tanachutiwa,EDs4YooAAAAJ,asia,th,unknown
